"Message",Normal,"  List of .lib search paths:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86"
"Message",Normal,"  Loading exports from libs..."
"Message",Normal,"      3181 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"      243 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\winsqlite3.lib'."
"Message",High,"  Loading 97 modules..."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'api-ms-win-core-errorhandling-l1-1-0.dll!GetLastError' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'api-ms-win-core-winrt-l1-1-0.dll!RoInitialize' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!IsValidLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!ResolveLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!GetCPInfoExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' with [DllImport(ExactSpelling=true)] resolved to 'api-ms-win-core-com-l1-1-0.dll!CoCreateInstance'."
"Message",Normal,"          P/Invoke 'RtlIpv6AddressToStringExW' resolved to 'ntdll.dll!RtlIpv6AddressToStringExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RtlIpv4AddressToStringExW' resolved to 'ntdll.dll!RtlIpv4AddressToStringExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke '#6' resolved to 'oleaut32.dll!#6' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetFileType' resolved to 'api-ms-win-core-file-l1-1-0.dll!GetFileType' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetFileInformationByHandleEx' resolved to 'api-ms-win-core-file-l2-1-0.dll!GetFileInformationByHandleEx' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CreateThreadpoolIo' resolved to 'api-ms-win-core-threadpool-l1-2-0.dll!CreateThreadpoolIo' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'SetFilePointerEx' resolved to 'api-ms-win-core-file-l1-1-0.dll!SetFilePointerEx' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetFileAttributesExW' resolved to 'api-ms-win-core-file-l1-1-0.dll!GetFileAttributesExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FindFirstFileExW' resolved to 'api-ms-win-core-file-l1-1-0.dll!FindFirstFileExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!FormatMessageW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'SetEndOfFile' resolved to 'api-ms-win-core-file-l1-1-0.dll!SetEndOfFile' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CreateFile2' resolved to 'api-ms-win-core-file-l1-2-0.dll!CreateFile2' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CloseHandle' resolved to 'api-ms-win-core-handle-l1-1-0.dll!CloseHandle' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FindClose' resolved to 'api-ms-win-core-file-l1-1-0.dll!FindClose' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CloseThreadpoolIo' resolved to 'api-ms-win-core-threadpool-l1-2-0.dll!CloseThreadpoolIo' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'ReadFile' resolved to 'api-ms-win-core-file-l1-1-0.dll!ReadFile' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'ReadFile' resolved to 'api-ms-win-core-file-l1-1-0.dll!ReadFile' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'WriteFile' resolved to 'api-ms-win-core-file-l1-1-0.dll!WriteFile' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'WriteFile' resolved to 'api-ms-win-core-file-l1-1-0.dll!WriteFile' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CancelIoEx' resolved to 'api-ms-win-core-io-l1-1-0.dll!CancelIoEx' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'StartThreadpoolIo' resolved to 'api-ms-win-core-threadpool-l1-2-0.dll!StartThreadpoolIo' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CancelThreadpoolIo' resolved to 'api-ms-win-core-threadpool-l1-2-0.dll!CancelThreadpoolIo' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FlushFileBuffers' resolved to 'api-ms-win-core-file-l1-1-0.dll!FlushFileBuffers' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!FormatMessageW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 199 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Users\Anthony\.nuget\packages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\csc\csc.exe /noconfig @""C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\intermediate\MotionDetector.McgInterop.rsp"""
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Media.ControlStoryboardAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Media.ControlStoryboardOption' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Core.EventTriggerBehavior' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Core.GoToStateAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Core.IncrementalUpdateBehavior' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Core.InvokeCommandAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Core.NavigateToPageAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactions.Media.PlaySoundAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.ActionCollection' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.IBehavior' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.IAction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.BehaviorCollection' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.Interaction' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The type 'Microsoft.Xaml.Interactivity.VisualStateUtilities' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The assembly 'Newtonsoft.Json.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/intermediate/PreMergeILTransformed/Newtonsoft.Json.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\Newtonsoft.Json.dll"
"Message",Normal,"The type 'System.Net.Sockets.IPAddressExtensions' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/System.Net.NameResolution.dll"
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/System.Net.Sockets.dll"
"Message",Normal,"The assembly 'System.Runtime.WindowsRuntime.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/intermediate/TransformedSRWR/System.Runtime.WindowsRuntime.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\System.Runtime.WindowsRuntime.dll"
"Message",Normal,"The assembly 'MotionDetector.exe' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/intermediate/PreMergeILTransformed/MotionDetector.exe"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\MotionDetector.exe"
"Message",Normal,"The assembly 'EASendMailRT.winmd' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/EASendMailRT.winmd"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\EASendMailRT.winmd"
"Message",Normal,"The assembly 'Microsoft.Xaml.Interactions.winmd' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\Microsoft.Xaml.Interactions.winmd"
"Message",Normal,"The assembly 'Microsoft.Xaml.Interactivity.winmd' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\Microsoft.Xaml.Interactivity.winmd"
"Message",Normal,"The assembly 'BasecodeLibrary.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/BasecodeLibrary.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\BasecodeLibrary.dll"
"Message",Normal,"The assembly 'LightBuzz.SMTP.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/LightBuzz.SMTP.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\LightBuzz.SMTP.dll"
"Message",Normal,"The assembly 'Microsoft.CSharp.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.CSharp.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\Microsoft.CSharp.dll"
"Message",Normal,"The assembly 'Microsoft.VisualBasic.dll' is found in more than one folder."
"Message",Normal,"file:///C:/Users/Anthony/Source/Repos/MotionDetector/MotionDetector/obj/x86/Release/ilc/in/Microsoft.VisualBasic.dll"
"Message",Normal,"C:\Users\Anthony\Source\Repos\MotionDetector\MotionDetector\obj\x86\Release\ilc\in\Microsoft.VisualBasic.dll"
"Message",Normal,"The assembly 'Microsoft.Win32.Primitives.dll' is found in more than one folder."
